cell_id,HYBAS_ID,weight
242,7120526710,1.0
259,7120526710,1.0
260,7120526710,1.0
261,7120526710,0.3667594337537988
261,7121066940,0.6332405662462013
277,7120526710,0.5610373531067313
277,7120528970,0.4389626468932687
278,7120526710,1.0
279,7120526710,0.6957468689239079
279,7121066940,0.30425313107609214
295,7120526710,2.5296099671205574e-05
295,7120528970,0.9999747039003288
296,7120526710,0.3278107261280706
296,7121066940,0.029505023334821634
296,7120528970,0.6426842505371075
297,7120526710,0.19632064738608918
297,7121066940,0.7879657210394647
297,7121067460,0.015713631574446368
244,7121066940,1.0
262,7121066940,0.9927797077664177
262,7121067460,0.007220292233582357
263,7121066940,0.36657495827757136
263,7121067460,0.6334250417224286
264,7121066940,0.16944683417063447
264,7121067460,0.21601599584206105
264,7121067670,0.6145371699873047
280,7121066940,0.9895922459599332
280,7121067460,0.010407754040066667
281,7121066940,0.19350442539128695
281,7121067460,0.8064955746087129
298,7121066940,0.4889786753986008
298,7121067460,0.5110213246013993
314,7121066940,0.0012617816950683974
314,7120528970,0.8453149607602025
314,7120536600,0.15342325754472924
315,7121066940,0.1778667252890962
315,7121067460,0.2767288954137361
315,7120528970,0.015878622309821924
315,7120536600,0.5295257569873458
248,7121066950,0.9802445904746914
248,7121067670,0.019755409525308642
249,7121066950,1.0
250,7121066950,1.0
251,7121066950,0.5642405166201229
251,7121067020,0.004309234859555856
251,7121068700,0.4314502485203213
266,7121066950,0.25917114970681054
266,7121067670,0.7408288502931896
267,7121066950,0.9251495946215391
267,7121067670,0.07485040537846094
268,7121066950,1.0
269,7121066950,0.10390752039403894
269,7121068700,0.8960924796059612
285,7121066950,0.12956992097536288
285,7121067670,0.8704300790246371
286,7121066950,0.5113351450185514
286,7121067670,0.40266052136613795
286,7121068700,0.08600433361531068
287,7121066950,0.12921483496629355
287,7121068700,0.8707851650337065
271,7120528960,0.7231321486248949
271,7120529550,0.12186025906187965
271,7121068980,0.15500759231322564
272,7120528960,1.0
273,7120528960,1.0
289,7120528960,0.11613632847116487
289,7120529550,0.3685315503769177
289,7121068980,0.5153321211519174
290,7120528960,0.9949703918180778
290,7121068980,0.005029608181922344
291,7120528960,0.969759631922538
291,7121068980,0.03024036807746195
292,7120528960,0.35904836098357373
292,7121068980,0.6409516390164263
293,7120528960,0.7803409696987745
293,7120528970,0.17160690327699332
293,7121068980,0.04805212702423224
294,7120528960,0.08103461573959797
294,7120528970,0.9189653842604022
307,7120528960,0.0018799703577354972
307,7120529550,0.2398815383088312
307,7121068980,0.6946474321953884
307,7120530590,0.06359105913804489
308,7120528960,0.07764046347760223
308,7121068980,0.9223595365223978
309,7120528960,0.19833347030543708
309,7121068980,0.8016665296945629
311,7120528960,0.43061811614713286
311,7121068980,0.38648217601834306
311,7121069710,0.18289970783452392
312,7120528960,0.35021338006185976
312,7120528970,0.37635829067055526
312,7121069710,0.23228602331110218
312,7120536600,0.04114230595648292
282,7121067460,0.10745669690565238
282,7121067670,0.8925433030943476
299,7121067460,0.6954747133422355
299,7121067670,0.3045252866577644
300,7121067460,0.018091086186811094
300,7121067670,0.9819089138131889
316,7121067460,0.9975471166827546
316,7120536600,0.002452883317245369
317,7121067460,0.28137528738608436
317,7121067670,0.47517211900859707
317,7120536610,0.24345259360531857
265,7121067670,1.0
283,7121067670,1.0
284,7121067670,1.0
301,7121067670,1.0
302,7121067670,0.7794953054765585
302,7121069070,0.2205046945234415
303,7121067670,0.8912529285286973
303,7121069070,0.10874707147130284
304,7121067670,0.30832233651989094
304,7121068700,0.5035853473183851
304,7120535200,0.18809231616172392
318,7121067670,0.6387165576583325
318,7121069070,0.34843134585784136
318,7120536610,0.012852096483826037
319,7121067670,0.22486927254562344
319,7121069070,0.7751307274543766
320,7121067670,0.0008441144455230266
320,7121069070,0.999155885554477
321,7121067670,0.05126365887927327
321,7121069070,0.9487363411207268
322,7121067670,0.0149023901827363
322,7121069070,0.17115018438713572
322,7120535200,0.8139474254301279
305,7121068700,0.9817428827490075
305,7120535200,0.01825711725099253
323,7121068700,0.25300413816499995
323,7120535200,0.7469958618350002
288,7120529550,1.0
306,7120529550,0.8000399543022135
306,7120530590,0.19996004569778636
313,7120528970,0.5600076936927928
313,7120536600,0.4399923063072072
310,7121068980,1.0
